date,增长因子,通胀因子,利率因子,信用因子,汇率因子,地缘因子,流动性因子
2002-06-18,,,,,-0.588105,,
2002-06-19,,,,,-0.482103,,
2002-06-20,,,,,-0.667855,,
2002-06-21,,,,,-0.690833,,
2002-06-24,,,,,0.018482,,
2002-06-25,,,,,-0.593198,,
2002-06-26,,,,,-0.943361,,
2002-06-27,,,,,-0.178458,,
2002-06-28,,,,,-0.244731,,
2002-07-01,,,,,0.376259,,
2002-07-02,,,,,0.271906,,
2002-07-03,,,,,0.233809,,
2002-07-04,,,,,0.270529,,
2002-07-05,,,,,0.306965,,
2002-07-08,,,,,-1.280566,,
2002-07-09,,,,,-0.613355,,
2002-07-10,,,,,0.340169,,
2002-07-11,,,,,-0.273935,,
2002-07-12,,,,,0.160671,,
2002-07-15,,,,,-1.158829,,
2002-07-16,,,,,-0.172117,,
2002-07-17,,,,,-0.067015,,
2002-07-18,,,,,0.047875,,
2002-07-19,,,,,-0.393232,,
2002-07-22,,,,,0.660892,,
2002-07-23,,,,,1.806968,,
2002-07-24,,,,,-1.074576,,
2002-07-25,,,,,-0.379790,,
2002-07-26,,,,,1.407474,,
2002-07-29,,,,,0.458563,,
2002-07-30,,,,,-0.280500,,
2002-07-31,,,,,0.569537,,
2002-08-01,,,,,-0.363762,,
2002-08-02,,,,,-0.327577,,
2002-08-05,,,,,0.560905,,
2002-08-06,,,,,1.315082,,
2002-08-07,,,,,-0.775846,,
2002-08-08,,,,,0.748242,,
2002-08-09,,,,,-0.415000,,
2002-08-12,,,,,-0.742045,,
2002-08-13,,,,,-0.279697,,
2002-08-14,,,,,-0.299205,,
2002-08-15,,,,,-0.065571,,
2002-08-16,,,,,0.000000,,
2002-08-19,,,,,0.746826,,
2002-08-20,,,,,-0.195503,,
2002-08-21,,,,,-0.158544,,
2002-08-22,,,,,0.919780,,
2002-08-23,,,,,-0.148076,,
2002-08-26,,,,,-0.101932,,
2002-08-27,,,,,-1.015714,,
2002-08-28,,,,,0.289928,,
2002-08-29,,,,,-0.355511,,
2002-08-30,,,,,0.262080,,
2002-09-03,,,,,-1.326769,,
2002-09-04,,,,,0.500779,,
2002-09-05,,,,,-0.113160,,
2002-09-06,,,,,0.808193,,
2002-09-09,,,,,0.243061,,
2002-09-10,,,,,0.391389,,
2002-09-11,,,,,0.092968,,
2002-09-12,,,,,-0.428345,,
2002-09-13,,,,,0.836353,,
2002-09-16,,,,,0.166436,,
2002-09-17,,,,,0.083118,,
2002-09-18,,,,,-0.527559,,
2002-09-19,,,,,-0.707772,,
2002-09-20,,,,,0.494103,,
2002-09-23,,,,,0.306423,,
2002-09-24,,,,,-0.315725,,
2002-09-25,,,,,0.250805,,
2002-09-26,,,,,-0.102103,,
2002-09-27,,,,,-0.139400,,
2002-09-30,,,,,-0.615670,,
2002-10-01,,,,,0.186966,,
2002-10-02,,,,,0.084026,,
2002-10-03,,,,,-0.177465,,
2002-10-04,,,,,0.587220,,
2002-10-07,,,,,-0.046475,,
2002-10-08,,,,,0.482328,,
2002-10-09,,,,,-1.051122,,
2002-10-10,,,,,0.242827,,
2002-10-11,,,,,0.046634,,
2002-10-14,,,,,-0.093282,,
2002-10-15,,,,,0.586236,,
2002-10-16,,,,,-0.139271,,
2002-10-17,,,,,0.685193,,
2002-10-18,,,,,0.138313,,
2002-10-21,,,,,-0.267584,,
2002-10-22,,,,,-0.268308,,
2002-10-23,,,,,0.055569,,
2002-10-24,,,,,-0.083364,,
2002-10-25,,,,,0.009261,,
2002-10-28,,,,,-0.706711,,
2002-10-29,,,,,-0.084026,,
2002-10-30,,,,,0.000000,,
2002-10-31,,,,,-0.402416,,
2002-11-01,,,,,-0.526512,,
2002-11-04,,,,,0.037701,,
2002-11-05,,,,,-0.235860,,
2002-11-06,,,,,-0.255360,,
2002-11-07,,,,,-0.598375,,
2002-11-08,,,,,-0.448753,,
2002-11-11,,,,,0.066963,,
2002-11-12,,,,,0.086034,,
2002-11-13,,,,,0.419522,,
2002-11-14,,,,,0.104608,,
2002-11-15,,,,,-0.161710,,
2002-11-18,,,,,0.152203,,
